Complaint_ID,Make,Model,Department,Complaint,Description,location
774,TATA MOTORS,Sumo,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"CAR SLIPS OUT OF GEAR WHEN STOPPED.  ATTER  WAS SATISFACTORILY TAKEN CARE OF, WANTS HOTLINE TO CANCEL COMPLAINT.",Mysore
775,TATA MOTORS,Safari,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,FRAME THAT HOLDS WHEELS AND ENGINE SEPARATED/BROKE FROM 2/3 OF FRAME; LOSS OF STEERING; SPEED 30 MPH; DRIVER HEARD LOUD NOISE; REPEATED NOISE/LOSS OF STEERING.,Gwalior
776,TATA MOTORS,Nexon,SAFETY,SEATS,"UPON IMPACT, PASSENGER FLEW FORWARD THEN BACKWARD, CAUSING SEAT TO BREAK.    *AK",Howrah
777,TATA MOTORS,Zest,SAFETY,SEAT BELTS,"MOTOR TRACK DEFECTIVE; SEAT BELT DOES NOT COME BACK ON DRIVER; UPON IMPACT, DRIVER COULD BE THROWN FORWARD INTO DASH/WINDSHIELD.  TT",Vasai-Virar
778,TATA MOTORS,Tigor,SAFETY,SEAT BELTS,MOTORIZED SHOULDER HARNESS FAILED AT A POINT MIDWAY FROM FRONT TO BACK OF TRACK.   TT TT,Pune
779,TATA MOTORS,Sumo,UNKNOWN OR OTHER,UNKNOWN OR OTHER,"THE DASH IS TOO LOW, CAUSING AN OBSTRUCTION OF THE FOOT PATH FROM GAS TO BRAKE PEDAL.  TT",Mysore
780,TATA MOTORS,Tigor,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,REPLACED ENGINE OIL PAN DUE TO OIL LEAK.   *AK,Faridabad
781,TATA MOTORS,Tigor,SAFETY,AIR BAGS:FRONTAL,VEHICLES DRIVER SIDE AIRBAG DID NOT DEPLOY 11:00 POSITION AT 20MPH.  TT,Jabalpur
782,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,ACCELERATES AT HIGH SPEED WHEN YOU STEP DOWN ON THE BRAKE.  TT,Coimbatore
783,TATA MOTORS,Bolt,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,PIN DISCONNECTED FROM CRANK SHAFT PULLEY BOLT. RESULTING IN A LOSS OF POWER.  TT,Faridabad
784,TATA MOTORS,Indica,SAFETY,AIR BAGS:FRONTAL,DRIVER SIDE AIRBAG DID NOT DEPLOY ON 12:00 AT 30-35 MPH.  TT,Kanpur
785,TATA MOTORS,Tiago EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSMISSION HAS FAILED, TRANSMISSION IS NOT LARGE ENOUGH TO PULL THE VEHICLE WEIGHT.  TT",Vijayawada
786,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS,"HAD A FRONTAL COLLISION DRIVING 45MPH, DRIVER SIDE AIR BAG DID NOT DEPLOY. ""DUP: SEE 960247"".  TT",Mumbai
787,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,"NO DEPLOYMENT OF AIR BAG DURING ACCIDENT, RESULTING IN AN INJURY.  *AK",Pune
788,TATA MOTORS,Indica,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,IMPROPER SHIFTING OF TRANSMISSION CAUSING IT TO RACE. THIS IS THE FOURTH INCIDENT.  TT,Pimpri-Chinchwad
789,TATA MOTORS,Indigo,SAFETY,AIR BAGS:FRONTAL,"UPON IMPACT, AIR BAG DEPLOYED BUT RIPPED AT SEAMS NOT PROVIDING PROTECTION. DRIVER HIT WINDSHIELD/STEERING WHEEL. ""DUP 950315: 960417"".  TT",Ahmedabad
790,TATA MOTORS,Vista,VEHICLE CONTROL,TIRES,"DEFECTIVE TIRES, CAUSING VEHICLE TO PULL.  *AK",Indore
791,TATA MOTORS,Altroz,STEERING & SUSPENSION,STEERING,"SERPENTINE BELT  THAT CONTROLS THE MOTOR BREAKS, RESULTING IN STEERING AND BRAKE LOST, REPLACE 3 TIME.  TT",Jaipur
792,TATA MOTORS,Zest,SAFETY,AIR BAGS:FRONTAL,"FRONTAL COLLISION IMPACT 12:00 POSITION SPEED 45 MPH, AIR BAG DID NOT DEPLOY. ""DUP 950412: 960281"".  TT",Nagpur
793,TATA MOTORS,Indigo,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,NOISY TRANSMISSION.  *AK,Jabalpur
794,TATA MOTORS,Punch,VEHICLE CONTROL,VEHICLE SPEED CONTROL,4TH THROTTLE POSITION SENSOR AND OXYGEN SENSOR. PLEASE DESCRIBE FURTHER.  TT,Madurai
795,TATA MOTORS,Tigor,SAFETY,AIR BAGS:FRONTAL,"UPON IMPACT, DURING FRONTAL CRASH AT APPROX. 65MPH, HIT A DEER AT 12:00 ON FRONT BUMPER, DRIVERS AIRBAG FAILED TO DEPLOY.  TT",Hubli–Dharwad
796,TATA MOTORS,Bolt,SAFETY,AIR BAGS:FRONTAL,"UPON IMPACT, DURING FRONTAL CRASH AT APPROX. 65MPH, HIT A DEER 12:00 ON FRONT BUMPER, PASSENGERS AIRBAG FAIL TO DEPLOY.  TT",Vadodara
797,TATA MOTORS,Zest,SAFETY,SEATS,SPRING CAME THROUGH THE SEAT AND COULD POSSIBLY INJURE PASSENGER. PLEASE DESCRIBE DETIALS.  TT,Kanpur
798,TATA MOTORS,Altroz,SAFETY,AIR BAGS:FRONTAL,VEHICLE WAS HIT FROM THE FRONT AND DRIVERS SIDE AIR BAG DID NOT DEPLOY.  TT,Aurangabad
799,TATA MOTORS,Tiago EV,SAFETY,SEAT BELTS,"AUTOMATIC SEAT BELTS OPENED UP, UPON SIDE IMPACT.  TT",Indore
800,TATA MOTORS,Punch,VEHICLE CONTROL,VEHICLE SPEED CONTROL,1) CRUISE CONTROL SHUTS DOWN WHEN CLIMBING INCLINE.  2) POWER DOOR LOCKS CAN OPEN FROM INSIDE ONCE ACTIVATED.  CHILD ALMOST FELL OUT HANDLE CAUGHT CLOTHING.  TT,Vijayawada
801,TATA MOTORS,Zest,VEHICLE CONTROL,TIRES,"DEFECTIVE TIRES, CAUSING VEHICLE TO PULL.  *AK",Jabalpur
802,TATA MOTORS,Sumo,SAFETY,SEATS,CAPTAIN'S CHAIR IS TOO WIDE AND TALL FOR ASHORT PERSON.  *AK,Hyderabad
803,TATA MOTORS,Vista,SAFETY,SEAT BELTS,SEAT BELTS GET TWISTED INSIDE RECOILING MECHANISM AND THEIR EITHER GET STUCK AND WOULDN'T GO IN/COME OUT.  *AK,Hubli–Dharwad
804,TATA MOTORS,Safari,SAFETY,AIR BAGS:FRONTAL,"NO DEPLOYMENT OF DRIVER'S AIR BAG DURING ACCIDENT, RESULTING IN AN INJURY.  *AK",Jodhpur
805,TATA MOTORS,Nexon,SAFETY,AIR BAGS,"AIR BAG DEPLOY AND SPLIT AT SEAM. ""DUP: SEE 960216"".  TT",Kanpur
806,TATA MOTORS,Harrier,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"ENGINE CRADDLE MOUNTING BROKE OFF, BOLTS CRACKED AND FAILED.  TT",Bengaluru
807,TATA MOTORS,Tigor,ELECTRICAL SYSTEM,ELECTRICAL SYSTEM,DRIVING ELECTRICAL PROBLEM DEVELOPED.RESULTING IN VEHICLE FIRE.  TT,Hubli–Dharwad
808,TATA MOTORS,Punch EV,SAFETY,AIR BAGS:FRONTAL,PASSENGER SIDE AIR BAG INJURED CHILD IN SAFETY SEAT.  TT,Jodhpur
809,TATA MOTORS,Safari,ELECTRICAL SYSTEM,ELECTRICAL SYSTEM,ELECTRICAL SYSTEM MALUFUNCTION CAUSING THE ODOMETER READING TO BE INADEQUATE.  TT,Ranchi
810,TATA MOTORS,Nano,SAFETY,AIR BAGS:FRONTAL,"IN A 55-60 MPH HEAD ON COLLISION THE DRIVERS AIR BAG DID NOT DEPLOY. ""DUP 950315: 960388"".  TT",Kota
811,TATA MOTORS,Indigo,POWER TRAIN,"FUEL SYSTEM, GASOLINE",VEHICLE OFTEN HAS SMELL OF RAW GAS WHEN YOU FILL UP.  TT,Navi Mumbai
812,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS,"IN A HEAD ON COLLISION AT 55-60MPH BOTH AIR BAGS DEPLOYED. ""DUP: SEE 960391"".  TT",Ghaziabad
813,TATA MOTORS,Tiago EV,STEERING & SUSPENSION,STEERING,"STEERING BOUND UP AND SOME GEARS BOUND UP, CAUSING A MINOR ROLL OVER.  TT",Rajkot
814,TATA MOTORS,Tiago EV,SAFETY,SEAT BELTS,BOTH FRONT PASSIVE RESTRAINTS ACTIVATE INCOMPLETELY INTERMITTENTLY STOPPING.  BELT MAY RESUME SECURING WHILE DRIVING CATCHING DRIVER OFF GUARD. PLEASE DESCRIBE.,Rajkot
815,TATA MOTORS,Hexa,POWER TRAIN,"FUEL SYSTEM, GASOLINE","WHILE DRIVING 15-20MPH VEHICLE BEGIN TO SMOKE, UPON STOPPING VEHICLE SUDDENLY BURST INTO FLAMES. PLEASE DESCRIBE DETAILS.  TT",Visakhapatnam
816,TATA MOTORS,Sumo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"VEHICLE WAS AT A STOP IN IDLE POSITION, WHEN PUT INTO GEAR VEHICLE WENT INTO OPEN THROTTLE POSITION, IMPACT 12:00 SPEED UNKNOWN GOING THRU GARAGE DOOR.  TT",Delhi
817,TATA MOTORS,Aria,VEHICLE CONTROL,VEHICLE SPEED CONTROL,WENT TO STEP ON THE BRAKE TO SLOW DOWN VEHICLE ACCELERATED TO 70 MILES PER HOUR.  TT,Mumbai
818,TATA MOTORS,Zest,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,SLIPPING TRANSMISSION. EXPLAIN FURHTER.  TT,Bengaluru
819,TATA MOTORS,Zest,SAFETY,SEATS,WAS REAR ENDED DRIVER SEAT BROKE AND DRIVER WAS INJURED.  TT,Raipur
820,TATA MOTORS,Harrier,VEHICLE CONTROL,VEHICLE SPEED CONTROL,CRUISE CONTROL FAILURE.  TT,Coimbatore
821,TATA MOTORS,Tiago,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,EXCESSIVE ENGINE OIL CONSUMPTION.   *AK,Jabalpur
822,TATA MOTORS,Zest,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION LEAKS.,Vasai-Virar
823,TATA MOTORS,Tiago EV,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,BKOKEN MOTOR MOUNT.   *TW,Delhi
824,TATA MOTORS,Tiago,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION INTERMITTENTLY SLIPS OR STICKS IN 2ND GEAR.   *TW,Mumbai
825,TATA MOTORS,Bolt,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"LOOSE TRANSMISSION CABLE, CAUSING CONSTANT ENGAGEMENT/DISENGAGEMENT OF THE LOCKUP TORQUE CONVERTER.   *AK",Ghaziabad
826,TATA MOTORS,Vista,VEHICLE CONTROL,VEHICLE SPEED CONTROL,CRUISE CONTROL FAILURE.,Solapur
827,TATA MOTORS,Indigo,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILED TO DOWNSHIFT.  *AK,Pune
828,TATA MOTORS,Tiago EV,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,ENGINE LEAKING OIL.  *AK,Vijayawada
829,TATA MOTORS,Tiago EV,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,REAR ENGINE MAIN GASKETLEFT ENGINE MANIFOLD GASKET FAILED.  *AK,Gwalior
830,TATA MOTORS,Nexon,ELECTRICAL SYSTEM,ELECTRICAL SYSTEM,ELECTRICAL FIRE.  *AK,Srinagar
831,TATA MOTORS,Altroz,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSFER CASE FAILED, ALSO LEAKY TRANSMISSION/TORQUE CONVERTER PRIOR TO/AFTER RECALL REPAIRS (91V-118).   *AK",Gwalior
832,TATA MOTORS,Safari,VEHICLE CONTROL,VEHICLE SPEED CONTROL,VEHICLE LUNGES FORWARD WHEN SHIFTING FROM PARK TO DRIVE.,Guwahati
833,TATA MOTORS,Nano,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSMISSION MOUNT FAILED, CAUSING TRANSMISSION TO RATTLE AT LOW SPEEDS/WHEN SHIFTING GEAR FROM PARK INTO DRIVE.    *AK",Gwalior
834,TATA MOTORS,Bolt,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSMISSION INTERMITTENTLY DROPPED INTO ""LIMP"" MODE (2ND GEAR) AND TRANSMISSION LIGHTS COME ON WHILE TRAVELING AT 55 MPH.  *AK",Jodhpur
835,TATA MOTORS,Tigor,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILED TO SHIFT INTO REVERSE.  *AK,Coimbatore
836,TATA MOTORS,Sumo,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILED TWICE.  *AK,Guwahati
837,TATA MOTORS,Punch,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSMISSION SHIFTS HARSHLY/JUMPED OUT OF GEAR WHEN PLACED IN REVERSE, ALSO HESISTATES WHEN GOING UPHILL.  *AK",Visakhapatnam
838,TATA MOTORS,Tigor,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION JERKS INTERMITTENTLY.   *AK,Srinagar
839,TATA MOTORS,Safari,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILURE.   *AK,Ludhiana
840,TATA MOTORS,Punch,VEHICLE CONTROL,VEHICLE SPEED CONTROL,VEHICLE ACCELERATES WHEN PUT IN REVERSE AND FOOT REMOVED FROM BRAKE.,Bengaluru
841,TATA MOTORS,Altroz,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION SLIPS FROM 3RD GEAR INTO 1ST GEAR UPON ACCELERATION/RAPID DECELLERATION.   *AK,Tiruchirappalli
842,TATA MOTORS,Tiago EV,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,EXCESSIVE ENGINE OIL CONSUMPTION.,Indore
843,TATA MOTORS,Sumo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"SUDDEN ACCELERATION, RESULTING IN LOSS OF CONTROL.   *AK",Jabalpur
844,TATA MOTORS,Punch EV,UNKNOWN OR OTHER,UNKNOWN OR OTHER,OIL INDICATOR LIGHT COMES ON.,Gwalior
845,TATA MOTORS,Zest,POWER TRAIN,POWER TRAIN,"ODOMETER FAILED, GIVING WRONG VEHICLE MILEAGE.",Varanasi
846,TATA MOTORS,Aria,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"SUDDEN ACCELERATION, RESULTING IN AN ACCIDENT (ATTORNEY FOR CLIENT).  *AK",Srinagar
847,TATA MOTORS,Nexon,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILURE.,Solapur
848,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"SUDDEN ACCELERATION, RESULTING IN LOSS OF CONTROL (ATTORNEY FOR CLIENT).  *AK",Dhanbad
849,TATA MOTORS,Harrier,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILURE.,Vijayawada
850,TATA MOTORS,Indica,SAFETY,AIR BAGS:FRONTAL,HIT A DIP IN THE ROAD AND THE AIR BAG DEPLOYED.  TT,Rajkot
851,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,"WHILE DRIVING, AIRBAG LIGHT BLINKS ON AND OFF ALL THE TIME, DEALER CAN'T CORRECT PROBLEM.  TT",Tiruchirappalli
852,TATA MOTORS,Nexon,SAFETY,SEAT BELTS,AUTOMATIC SEAT BELT FAILURE ON PASSENGER SIDE.  TT,Delhi
853,TATA MOTORS,Tigor,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,AUTOMATIC TRANSMISSION FAILURE AT 50K MILES.  TT,Pune
854,TATA MOTORS,Safari,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION SLIPS AND WILL NOT GO INTO GEAR.  TT,Visakhapatnam
855,TATA MOTORS,Nexon,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"VEHICLE PERIODICALLY GOES AT A CONSTANT SPEED OF 30-40MPH SURGING, FAILING TO STOP WHEN BRAKES ARE APPLIED. REPAIRED 3 TIMES.  TT",Varanasi
856,TATA MOTORS,Indigo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"WHILE DRIVING WHEN IN LOW SPEED VEHICLE WILL GO INTO OPEN THROTTLE POSITION, TO UNSTICK THE THROTTLE PUT GEARS INTO NEUTRAL.  TT",Jodhpur
857,TATA MOTORS,Harrier,STEERING & SUSPENSION,STEERING,"DEFECTED STEERING BOLTS CRACKED CAUSING LOSS OF VEHICLE CONTROL, HITTING A CURB AT 15MPH. PLEASE DESCRIBE DETAILS.  TT",Meerut
858,TATA MOTORS,Vista,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSMISSION FAILURE, LOSS OF ENGINE POWER.  TT",Lucknow
859,TATA MOTORS,Sumo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,CRUISE CONTROL ACTIVATES BY ITSELF.  TT,Delhi
860,TATA MOTORS,Indica,SAFETY,STRUCTURE:BODY,"FLOOR SEPARATED FROM SIDEWALL, CAUSING FUMES TO ENTER WHRN ENGINE IS RUNNING.  *AK",Ranchi
861,TATA MOTORS,Tiago EV,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,THE HEAD GASKET BLOW OUT CONSUMER SAY THERE IS RECALL COULDN'T FIND IT COULD BE A SERVICE BULLETIN.  TT,Srinagar
862,TATA MOTORS,Punch EV,VEHICLE CONTROL,TIRES:TREAD/BELT,POOR TREADING PLACED ON THE TIRE. CAUSING INCREASED STOPPING DISTANCE.  TT,Chandigarh
863,TATA MOTORS,Nexon EV,POWER TRAIN,"FUEL SYSTEM, GASOLINE",VEHICLE WAS TOTALLY DESTROYED BY FIRE.  TT,Patna
864,TATA MOTORS,Tigor,VEHICLE CONTROL,VEHICLE SPEED CONTROL,THROTTLE STICKS INTERMITTENTLY IN AN OPEN CONDITION CAUSING VEHICLE TO SURGE.  TT,Kota
865,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"CRUISE CONTROL WAS STUCK IN OPEN, CAUSING ENGINE TO SURGE.  *AK",Lucknow
866,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,AT 35MPH 12:00 POSITION DRIVERS SIDE AIRBAG DID NOT DEPLOY.  TT,Agra
867,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,AT 12:00 POSITION AT 35-40MPH HIT A CONCRETE BRIDGE EMBANKMENT AND AIRBAG DID NOT DEPLOY.  TT,Indore
868,TATA MOTORS,Nexon,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FLUID IS LEAKING ON BRAND NEW VEHICLE.  TT,Mumbai
869,TATA MOTORS,Bolt,VEHICLE CONTROL,TIRES,"TIRE EXPLODED WHILE DRIVE, IMPACT 12:00 POSITION, AND DAMAGE TO ENGINE COMPARTMENT.  TT",Kanpur
870,TATA MOTORS,Sumo,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"MOTOR MOUNTS HAVE WORE OUT, CAUSING A JERKY MOTION WHEN CAR SLOWS DOWN.  TT",Jaipur
871,TATA MOTORS,Tigor,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,LEASE CAR BRAND NEW CAR IN THE SHOP REPLACE TRANSMISSION FOR TIME FIRST ONE THAT IN A YEAR SECOND ONLY A WEEK THREE THAT ABOUT TWO MONTHS.  TT,Ranchi
872,TATA MOTORS,Tigor,VEHICLE CONTROL,TIRES:TREAD/BELT,POOR TREADING PLACED ON THE TIRE. CAUSING INCREASED STOPPING DISTANCE.  TT,Lucknow
873,TATA MOTORS,Tiago EV,VEHICLE CONTROL,TIRES,POOR TREADING PLACED ON THE TIRE. CAUSING INCREASED STOPPING DISTANCE.  TT,Thane
874,TATA MOTORS,Vista,VEHICLE CONTROL,TIRES,POOR TREADING PLACED ON THE TIRE. CAUSING INCREASED STOPPING DISTANCE.  TT,Nagpur
875,TATA MOTORS,Punch,VEHICLE CONTROL,TIRES,"TIRE EXPLODED WHILE DRIVE, IMPACT 12:00 POSITION, AND DAMAGE TO ENGINE COMPARTMENT.  TT",Chandigarh
876,TATA MOTORS,Tiago EV,VEHICLE CONTROL,TIRES,CRUISE CONTROL ACTIVATES BY ITSELF.  TT,Indore
877,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,"SRS AIR BAG LIGHT STAYS ON IN FOR REPAIR RESET AIR SENSORS, PROBLEM STILL OCCUR.  TT",Pimpri-Chinchwad
878,TATA MOTORS,Tigor EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,AUTOMATIC TRANSMISSION FAILURE.  TT,Allahabad
879,TATA MOTORS,Safari,VEHICLE CONTROL,VEHICLE SPEED CONTROL,WHEN DRIVING 35-40 MPH VEHICLE SURGES.  TT,Tiruchirappalli
880,TATA MOTORS,Zest,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILURE.  *AK,Agra
881,TATA MOTORS,Tiago,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"WHILE DRIVING ENGINE SURGES, ALSO AT STOP SIGN RACES 2-300 RPM'S ALMOST OVER POWERING BRAKES, DEALER CAN'T REPRODUCE.  TT",Lucknow
882,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,"THE AIRBAG DID NOT DEPLOY WHEN VEHICLE WAS HIT HEAD ON, RESULTING IN AN INJURY.  TT",Kolkata
883,TATA MOTORS,Indica,STEERING & SUSPENSION,STEERING,"WHILE DRIVING AT SPEED 60 MPH EXPERIENCE STEERING LOCKUP, HAD NO CONTROL OVER VEHICLE IMPACT 9:00 POSITION WENT INTO AN ENBANKMENT.  TT",Chennai
884,TATA MOTORS,Tigor,SAFETY,AIR BAGS:FRONTAL,"FRONTAL COLLISION IMPACT 11:00 POSITION, AIR BAG DEPLOYED CAUSING BROKEN ARM, SPEED 45 MPH.  TT",Kolkata
885,TATA MOTORS,Sumo,SAFETY,SEATS,THE BRACKETS THAT HOLD THE DRIVERS SEAT BROKE. PLEASE EXPLAIN FURTHER.  TT,Howrah
886,TATA MOTORS,Tiago EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,PREMATURE WEAR OF TRANSMISSION GEARS DUE TO DEFECTIVE MACINING.   *AK,Vijayawada
887,TATA MOTORS,Tiago EV,VEHICLE CONTROL,TIRES,"THE FRONT TIRE RUBS SWAY BAR,BRAKE PEDAL IS TOO SMALL AND TOO CLOSE TO THE HOUSING THERE IS NO ROOM TO LATCH THE SEAT BELT.  TT",Jodhpur
888,TATA MOTORS,Harrier,SAFETY,AIR BAGS:FRONTAL,CAR WAS ACCIDENT AND AIR BAG DIDN'T DEPLOYED.  TT,Bengaluru
889,TATA MOTORS,Altroz,POWER TRAIN,"FUEL SYSTEM, GASOLINE",OCCUPANTS RECEIVED HEADACHES OR NAUSEA DUE TO GAS FUMES FROM VENTS WHEN DRIVING.  TT,Hubli–Dharwad
890,TATA MOTORS,Nano,STEERING & SUSPENSION,STEERING,COMING UP OFF RAMP VEHICLE PULLED TO THE RIGHT SPUN AROUND. CAUSING A LOSS OF CONTROL.  TT,Jabalpur
891,TATA MOTORS,Zest,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION STICKS IN GEAR. CAUSING AN INABILITY TO STOP THE CAR.  TT,Kalyan-Dombivli
892,TATA MOTORS,Tiago,SAFETY,AIR BAGS:FRONTAL,"UPON IMPACT, DURING FRONTAL AT APPROX. 35MPH, 12:00 ON FRONT BUMPER, AIRBAG FAIL TO DEPLOY WHEN HIT A TREE, STEERING COLUMN FELL IN LAP.  TT",Varanasi
893,TATA MOTORS,Tiago EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"AT 76000 MILES THE TRANSMISSION STOPPED ON THE HIGHWAY WITH NO WARNING, AS IF SOMEONE SLAMMED ON THE BRAKES.  TT",Coimbatore
894,TATA MOTORS,Safari,SAFETY,AIR BAGS:FRONTAL,"AIR BAG DEPLOYMENT UPON FRONTAL IMPACT WITH DEER AT 50MPH, SMOKE CAME  OUT OBSTRUCTING VISION.  TT",Thane
895,TATA MOTORS,Bolt,SAFETY,AIR BAGS:FRONTAL,AIRBAG DID NOT DEPLOY UPON FRONTAL COLLISION AT 40 MPH.  TT,Nashik
896,TATA MOTORS,Indica,VEHICLE CONTROL,VEHICLE SPEED CONTROL,WHEN ACTIVATING CRUISE CONTROL IT WORKS FOR VARYING DISTANCES AND AUTOMATICALLY SHUT OFF. SOMETIMES NOT ACTIVATING WHEN TURNED ON.  TT,Coimbatore
897,TATA MOTORS,Tiago EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"THE RIGHT INNER TIE ROD IS BROKEN, THE TRANSMISSION NEED TO BE OVERHAUL # AXO6.  TT",Thane
898,TATA MOTORS,Indica,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"UPON STARTING, BEARLY TOUCHING GAS PEDAL, ENGINE ROARED THEN SURGED AND ACCELERATED OUT OF CONTROL THROUGH GARAGE, AT APPROX. 25MPH, ALSO AIRBAG FAIL TO DEPLOY.",Raipur
899,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,"UPON STARTING, BEARLY TOUCHING GAS PEDAL, ENGINE ROARED THEN SURGED AND ACCELERATED OUT OF CONTROL THROUGH GARAGE, AT APPROX. 25MPH, ALSO AIRBAG FAIL TO DEPLOY.",Visakhapatnam
900,TATA MOTORS,Zest,ELECTRICAL SYSTEM,ELECTRICAL SYSTEM,1) ELECTRICAL SYSTEM FAILS WITH ERRATIC OPERATION OF LIGHTS AND SEVERE STALLING. 2) BRAKE SYSTEM FAILS WITH PEDAL GOING TO FLOOR. UNABLE TO DETECT FLUID LOSS.,Patna
901,TATA MOTORS,Vista,SAFETY,SEAT BELTS,AUTOMATED SEAT BELTS ON DRIVER SIDE BROKE FOR SEVENTH TIME.  TT,Jaipur
902,TATA MOTORS,Nexon,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,VEHICLE IS LOSING OIL.  *AK,Lucknow
903,TATA MOTORS,Safari,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"ENGINE VALVES FAILED, CAUSING A LEAK.   *AK",Varanasi
904,TATA MOTORS,Indigo,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,CRUISE CONTROL FAILED.   *AK,Jaipur
905,TATA MOTORS,Nexon,POWER TRAIN,"FUEL SYSTEM, GASOLINE",VEHICLE CAUGHT WHILE DRIVING IN ENGINE COMPARTMENT REASON UNKNOWN.  TT,Gwalior
906,TATA MOTORS,Indica,SAFETY,AIR BAGS:FRONTAL,"HAD A FRONTAL COLLISION, AIR BAG DID NOT DEPLOY.  TT",Pune
907,TATA MOTORS,Sumo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"CRUISE CONTROL FAILS TO DISENGAGED CAUSING CONTINUOUS DRIVING, GOING TO HIGHER SPEEDS, SUDDEN ACCELERATION. HAVE TO SHIFT GEARS INTO NEUTRAL TO STOP VEHICLE.",Varanasi
